node,node_type,in_degree,out_degree,total_degree,betweenness,pagerank,in_cycle,scc_id,scc_size
Renin,regular,0,1,1,0.000000,0.001015,False,280,1
Saline,regular,0,1,1,0.000000,0.001015,False,281,1
Salts,regular,0,1,1,0.000000,0.001015,False,282,1
scopolamine,regular,0,1,1,0.000000,0.001015,False,283,1
Sensory_denervation_disorder,regular,0,1,1,0.000000,0.001015,False,284,1
Serotonin,regular,0,1,1,0.000000,0.001015,False,285,1
Single_Nucleotide_Polymorphism,regular,0,1,1,0.000000,0.001015,False,286,1
Sleep_Apnea_Obstructive,regular,0,1,1,0.000000,0.001015,False,287,1
Sleep_Apnea_Syndromes,regular,0,1,1,0.000000,0.001015,False,288,1
Sodium,regular,0,1,1,0.000000,0.001015,False,289,1
Sodium_Chloride,regular,0,1,1,0.000000,0.001015,False,290,1
Sodium_Chloride_Dietary,regular,0,1,1,0.000000,0.001015,False,291,1
sorafenib,regular,0,1,1,0.000000,0.001015,False,292,1
Stenosis,regular,0,1,1,0.000000,0.001015,False,293,1
Stenosis_unspecified,regular,0,1,1,0.000000,0.001015,False,294,1
Steroids,regular,0,1,1,0.000000,0.001015,False,295,1
Stimulus,regular,0,1,1,0.000000,0.001015,False,296,1
Streptozocin,regular,0,2,2,0.000000,0.001015,False,297,1
Study_models,regular,0,2,2,0.000000,0.001015,False,298,1
Substance,regular,0,1,1,0.000000,0.001015,False,299,1
SUCLA2_gene_SUCLA2,regular,0,1,1,0.000000,0.001015,False,300,1
Sugars,regular,0,1,1,0.000000,0.001015,False,301,1
Superoxides,regular,0,1,1,0.000000,0.001015,False,302,1
Tacrolimus,regular,0,1,1,0.000000,0.001015,False,303,1
Takayasu_s_Arteritis,regular,0,1,1,0.000000,0.001015,False,304,1
tau_Proteins,regular,0,1,1,0.000000,0.001015,False,305,1
Testosterone,regular,0,1,1,0.000000,0.001015,False,306,1
Thrombosis,regular,0,1,1,0.000000,0.001015,False,307,1
TNF_protein_human_TNF,regular,0,1,1,0.000000,0.001015,False,308,1
Tourniquets,regular,0,1,1,0.000000,0.001015,False,309,1
Toxic_effect,regular,0,2,2,0.000000,0.001015,False,310,1
Transplantation,regular,0,1,1,0.000000,0.001015,False,311,1
Traumatic_Brain_Injury,regular,0,1,1,0.000000,0.001015,False,312,1
Unilateral_nephrectomy,regular,0,1,1,0.000000,0.001015,False,313,1
Unilateral_renal_artery_stenosis,regular,0,1,1,0.000000,0.001015,False,314,1
Uric_Acid,regular,0,1,1,0.000000,0.001015,False,315,1
vascular_factor,regular,0,1,1,0.000000,0.001015,False,316,1
Vasoconstrictor_Agents,regular,0,1,1,0.000000,0.001015,False,317,1
Vasodilation_disorder,regular,0,1,1,0.000000,0.001015,False,318,1
Vasospasm,regular,0,1,1,0.000000,0.001015,False,319,1
Virus,regular,0,1,1,0.000000,0.001015,False,320,1
Vitamin_D_Deficiency,regular,0,1,1,0.000000,0.001015,False,321,1
Water,regular,0,1,1,0.000000,0.001015,False,322,1
Wounds_and_Injuries,regular,0,1,1,0.000000,0.001015,False,323,1
Zinc,regular,0,1,1,0.000000,0.001015,False,324,1
