"Node","In_Degree","Out_Degree","Total_Degree","Betweenness","semtype","cui"
"Hypersplenism",1,0,1,0,NA,"C0020532"
"Filarial_Elephantiases",0,1,1,0,NA,"C0013884"
"Flunitrazepam",0,1,1,0,NA,"C0016296"
"Fluorouracil",0,1,1,0,NA,"C0016360"
"Folic_Acid",0,1,1,0,NA,"C0016410"
"Food_Chain",0,1,1,0,NA,"C0596583"
"Frailty",0,1,1,0,NA,"C0424594"
"Incontinence",1,0,1,0,NA,"C0021167"
"Furazolidone",0,1,1,0,NA,"C0016855"
"Fusion_procedure",0,1,1,0,NA,"C1293131"
"GABPA_NFE2L2",0,1,1,0,NA,"2551"
"GA_Binding_Protein_Transcription_Factor_GABPA_NFE2L2",0,1,1,0,NA,"C0118522"
"GLUCOSE_OXIDASE",0,1,1,0,NA,"C0017735"
"GLUTATHIONE_PEROXIDASE",0,1,1,0,NA,"C0017822"
"GTPase_Activating_Proteins",0,1,1,0,NA,"C0061928"
"Gadolinium",0,1,1,0,NA,"C0016911"
"Gain_of_Function_Mutation",0,1,1,0,NA,"C4505109"
"Gait",0,1,1,0,NA,"C0016928"
"Galactosamine",0,1,1,0,NA,"C0016943"
"Galectin_1",0,1,1,0,NA,"C0252527"
"Gamma_Rays",0,1,1,0,NA,"C0017011"
"Gases",0,1,1,0,NA,"C0017110"
"Gastroesophageal_reflux_disease",0,1,1,0,NA,"C0017168"
"Gastrointestinal_Hemorrhage",0,1,1,0,NA,"C0017181"
"Gel",0,1,1,0,NA,"C0017243"
"Adrenoleukodystrophy",1,0,1,0,NA,"C0162309"
"Amelogenesis_Imperfecta",1,0,1,0,NA,"C0002452"
"Cell_Cycle_Arrest",1,0,1,0,NA,"C1155873"
"Charcot_Marie_Tooth_Disease",1,0,1,0,NA,"C0007959"
"Familial_disease",1,0,1,0,NA,"C0277558"
"Fragile_X_Syndrome",1,0,1,0,NA,"C0016667"
"Frontotemporal_dementia",1,0,1,0,NA,"C0338451"
"Fukuyama_congenital_muscular_dystrophy",1,0,1,0,NA,"C0410174"
"Genomic_Instability",1,0,1,0,NA,"C0919532"
"Hereditary_hemochromatosis",1,0,1,0,NA,"C0392514"
"Hermanski_Pudlak_Syndrome",1,0,1,0,NA,"C0079504"
"Hypoplasia",0,1,1,0,NA,"C0243069"
"Leber_s_amaurosis",1,0,1,0,NA,"C0339527"
"Mendelian_disorders",1,0,1,0,NA,"C1285355"
"Mental_disorders",1,0,1,0,NA,"C0004936"
"Muscular_Dystrophies",1,0,1,0,NA,"C0026850"
"Osteogenesis_Imperfecta",1,0,1,0,NA,"C0029434"
"Primary_open_angle_glaucoma",1,0,1,0,NA,"C0339573"
"Retinal_dystrophy",1,0,1,0,NA,"C0854723"
"Rett_Syndrome",1,0,1,0,NA,"C0035372"
"Silence",1,0,1,0,NA,"C0858952"
"Starvation",0,1,1,0,NA,"C0038187"
"Werner_Syndrome",1,0,1,0,NA,"C0043119"
"X_linked_agammaglobulinemia",1,0,1,0,NA,"C0221026"
"Genus_Coronavirus",0,1,1,0,NA,"C0206419"
"Germ_Line_Mutation",0,1,1,0,NA,"C0206530"
"Giant_cell_myocarditis",0,1,1,0,NA,"C0264856"
"Glomerulonephritis_Membranous",0,1,1,0,NA,"C0017665"
"Glucagon",0,1,1,0,NA,"C0017687"
"Glucocorticoid_remediable_aldosteronism",0,1,1,0,NA,"C1260386"
"Legg_Calve_Perthes_Disease",1,0,1,0,NA,"C0023234"
"Glucosamine",0,1,1,0,NA,"C0017718"
"Glutamate_Receptor",0,1,1,0,NA,"C0061465"
"Gluten",0,1,1,0,NA,"C0017842"
"Glycogen_Synthase_Kinase_3",0,1,1,0,NA,"C0244989"
"Glycopyrrolate",0,1,1,0,NA,"C0017970"
"Gonadotropins",0,1,1,0,NA,"C0018061"
"Graft_Survival",0,1,1,0,NA,"C0018131"
"Graft_failure",0,1,1,0,NA,"C1262018"
"Gram_Negative_Bacteria",0,1,1,0,NA,"C0018150"
"Granuloma",1,0,1,0,NA,"C0018188"
"HIF1alpha_protein",0,1,1,0,NA,"C0965644"
"HIV_1",0,1,1,0,NA,"C0019704"
"Haemophilus_influenzae",0,1,1,0,NA,"C0018483"
"Haloperidol",0,1,1,0,NA,"C0018546"
"Hamman_Rich_syndrome",0,1,1,0,NA,"C0085786"
"Congestion",1,0,1,0,NA,"C0700148"
"Hospital_Readmissions",1,0,1,0,NA,"C0600290"
"Readmission",1,0,1,0,NA,"C4489276"
"Heart_ligation",0,1,1,0,NA,"C0564989"
"Heat_Stress_Disorders",0,1,1,0,NA,"C0282507"
"Helminths",0,1,1,0,NA,"C0018893"
"Heme_Oxygenase_1",0,1,1,0,NA,"C0538674"
"Hemodialysis",0,1,1,0,NA,"C0019004"
"Heparin",0,1,1,0,NA,"C0019134"
"Heparin_induced_thrombocytopenia",0,1,1,0,NA,"C0272285"
"Hepatic_Insufficiency",0,1,1,0,NA,"C1306571"
"Hepatitis_Autoimmune",0,1,1,0,NA,"C0241910"
"Hepatitis_B_Chronic",0,1,1,0,NA,"C0524909"
"Hepatitis_C_Chronic",0,1,1,0,NA,"C0524910"
"Hepatitis_Chronic",0,1,1,0,NA,"C0019189"
"Hepatitis_Chronic_Active",0,1,1,0,NA,"C0520463"
"Hepatorenal_Syndrome",0,1,1,0,NA,"C0019212"
"Herpesviridae",0,1,1,0,NA,"C0019369"
"Herpes_Labialis",1,0,1,0,NA,"C0019345"
"Herpes_encephalitis",1,0,1,0,NA,"C0276226"
"genital_herpes",1,0,1,0,NA,"C0019342"
"Herpesvirus_2_Gallid",0,1,1,0,NA,"C0024794"
"Herpesvirus_4_Human",0,1,1,0,NA,"C0014644"
"Hexosamine",0,1,1,0,NA,"C0019477"
"High_carbohydrate_diet",0,1,1,0,NA,"C0259835"
"High_sugar_diet",0,1,1,0,NA,"C1445913"
"Hip_Fractures",0,1,1,0,NA,"C0019557"
"Human_Chorionic_Gonadotropin",0,1,1,0,NA,"C1141639"
"Human_Papilloma_Virus_Vaccine",0,1,1,0,NA,"C1512511"
"Human_papillomavirus_16",0,1,1,0,NA,"C0999806"
"Hydrochlorothiazide",0,1,1,0,NA,"C0020261"
"Hydrolysis",0,1,1,0,NA,"C0020291"
"Hydroxyl_Radical",0,1,1,0,NA,"C0063146"
"Hyperaldosteronism",0,1,1,0,NA,"C0020428"
"Hypercapnia",0,1,1,0,NA,"C0020440"
"Hypergastrinemia",0,1,1,0,NA,"C0232567"
"Complications_of_Diabetes_Mellitus",1,0,1,0,NA,"C0342257"
"Diabetic_Angiopathies",1,0,1,0,NA,"C0011875"
"Hemiballismus",1,0,1,0,NA,"C0221169"
"Hemichorea",1,0,1,0,NA,"C0270739"
"Neonatal_hypoglycemia",1,0,1,0,NA,"C0158986"
"Hyperosmolarity",0,1,1,0,NA,"C0259752"
"Abdominal_compartment_syndrome",1,0,1,0,NA,"C1142110"
"END_ORGAN_DAMAGE",1,0,1,0,NA,"C0743496"
"Posterior_reversible_encephalopathy_syndrome",1,0,1,0,NA,"C3160858"
"Ventricular_hypertrophy",1,0,1,0,NA,"C0340279"
"Ventricular_Dysfunction_Right",1,0,1,0,NA,"C0242707"
"Hypertension_induced_by_pregnancy",0,1,1,0,NA,"C0340274"
"Hypertrophy_of_adenoids",0,1,1,0,NA,"C0149825"
"Hypertrophy_of_tonsils",0,1,1,0,NA,"C0272386"
"Hyperventilation",0,1,1,0,NA,"C0020578"
"Hypoalbuminemia",0,1,1,0,NA,"C0239981"
"Hypokinesia",1,0,1,0,NA,"C0086439"
"Hypovolemia",0,1,1,0,NA,"C0546884"
"Hypovolemic_Shock",0,1,1,0,NA,"C0020683"
"Hypoxanthine",0,1,1,0,NA,"C0020684"
"Hypoxemia",0,1,1,0,NA,"C0700292"
"Acute_mountain_sickness",1,0,1,0,NA,"C0238284"
"Convulsions_in_the_newborn",1,0,1,0,NA,"C0159020"
"Polycythemia",1,0,1,0,NA,"C0032461"
"Hypoxia_Inducible_Factor_1",0,1,1,0,NA,"C0215848"
"Hypoxic_Brain_Damage",0,1,1,0,NA,"C1140716"
"IGHE",0,1,1,0,NA,"3497"
"Crisis",1,0,1,0,NA,"C0231224"
"Increased_risk",1,0,1,0,NA,"C4699158"
"Physical_and_emotional_exhaustion_state",1,0,1,0,NA,"C0476644"
"Problem",1,0,1,0,NA,"C0033213"
"Uncertainty",1,0,1,0,NA,"C0087130"
"INSULIN_TREATMENT",0,1,1,0,NA,"C0745343"
"INS_gene_INS",0,1,1,0,NA,"C1337112"
"INVASIVE_ESCHERICHIA_COLI",0,1,1,0,NA,"C0238200"
"IRL_1620",0,1,1,0,NA,"C0167669"
"ITIH4",0,1,1,0,NA,"3700"
"Immune_Checkpoint_Inhibitors",0,1,1,0,NA,"C4684977"
"Immunization",0,1,1,0,NA,"C0020971"
"Impaired_insulin_secretion",0,1,1,0,NA,"C0948379"
"Increased_calorie_diet",0,1,1,0,NA,"C0301590"
"Indican",0,1,1,0,NA,"C0021210"
"Pituitary_Apoplexy",1,0,1,0,NA,"C0032001"
"Infection_H_Pylori",0,1,1,0,NA,"C0850666"
"Infectious_agent",0,1,1,0,NA,"C0314732"
"Infectious_disease_of_lung",0,1,1,0,NA,"C0876973"
"Infestation",0,1,1,0,NA,"C0851341"
"Biologic_Development",1,0,1,0,NA,"C0678723"
"Irritable_Bowel_Syndrome",1,0,1,0,NA,"C0022104"
"Postoperative_ileus",1,0,1,0,NA,"C0400877"
"Influenza_A_virus",0,1,1,0,NA,"C0029347"
"Influenza_in_Birds",0,1,1,0,NA,"C0016627"
"Delayed_Hypersensitivity",1,0,1,0,NA,"C0020522"
"Graft_vs_Host_Reaction",1,0,1,0,NA,"C0018134"
"Nephritis",1,0,1,0,NA,"C0027697"
"Pancreatitis_Acute_Necrotizing",1,0,1,0,NA,"C0267941"
"Arteriovenous_fistula",1,0,1,0,NA,"C0003855"
"Deformity",1,0,1,0,NA,"C0302142"
"Hemothorax",1,0,1,0,NA,"C0019123"
"Ossification_Heterotopic",1,0,1,0,NA,"C0029396"
"Pathological_accumulation_of_air_in_tissues",0,1,1,0,NA,"C0013990"
"Pneumothorax",0,1,1,0,NA,"C0032326"
"Pseudoaneurysm",1,0,1,0,NA,"C1510412"
"Quadriplegia",1,0,1,0,NA,"C0034372"
"Recovery_of_Function",1,0,1,0,NA,"C0599766"
"Stricture",1,0,1,0,NA,"C0333187"
"pathologic_fistula",1,0,1,0,NA,"C0016169"
"Inorganic_arsenic",0,1,1,0,NA,"C0936225"
"Insemination",0,1,1,0,NA,"C0021586"
"Inspiration_function",0,1,1,0,NA,"C0004048"
"Blood_glucose_normal",1,0,1,0,NA,"C0580545"
"Hypoglycaemic_episode",1,0,1,0,NA,"C0745153"
"Hypoglycemic_coma",1,0,1,0,NA,"C0020617"
"Lipogenesis",1,0,1,0,NA,"C1563744"
"adipocyte_differentiation",1,0,1,0,NA,"C1159884"
"glucose_transport",1,0,1,0,NA,"C0178666"
"glucose_uptake",1,0,1,0,NA,"C1159527"
"Insulin_Like_Growth_Factor_I",0,1,1,0,NA,"C0021665"
"Insulin_Receptor",0,1,1,0,NA,"C0034818"
"Interferons",0,1,1,0,NA,"C0021747"
"Interleukin_1",0,1,1,0,NA,"C0021755"
"Interleukin_12",0,1,1,0,NA,"C0123759"
"Interleukin_1_alpha",0,1,1,0,NA,"C0600251"
"Interleukin_4",0,1,1,0,NA,"C0021758"
"Interleukin_8",0,1,1,0,NA,"C0079633"
"Intestinal_Perforation",0,1,1,0,NA,"C0021845"
"Intracranial_Hypotension",0,1,1,0,NA,"C0524812"
"Intracranial_Hypotension_Essential",0,1,1,0,NA,"C0751731"
"Intracranial_Pressure",0,1,1,0,NA,"C0021880"
"Intrauterine_infection",0,1,1,0,NA,"C1112157"
"Intravascular_hemolysis",0,1,1,0,NA,"C0235574"
"Invasive_Fungal_Infections",0,1,1,0,NA,"C1262313"
"Iodine",0,1,1,0,NA,"C0021968"
"Ion_Channel",0,1,1,0,NA,"C0022009"
"Ionizing_radiation",0,1,1,0,NA,"C0034538"
"Irritants",0,1,1,0,NA,"C0022108"
"Bladder_dysfunction",1,0,1,0,NA,"C0232841"
"Fibrillation",1,0,1,0,NA,"C0232197"
"Leukomalacia_Periventricular",1,0,1,0,NA,"C0023529"
"Muscle_damage",1,0,1,0,NA,"C0410158"
"Myocardial_Stunning",1,0,1,0,NA,"C0206146"
"Neonatal_encephalopathy",1,0,1,0,NA,"C0235820"
"Retinal_Neovascularization",1,0,1,0,NA,"C0035320"
"reactive_hyperemia",1,0,1,0,NA,"C0178824"
"Ischemic_Preconditioning",0,1,1,0,NA,"C0376466"
"Isolation_procedure",0,1,1,0,NA,"C0204727"
"Isotretinoin",0,1,1,0,NA,"C0022265"
"Juxtaglomerular_tumor",0,1,1,0,NA,"C0334331"
"KCNH2",0,1,1,0,NA,"3757"
"KCNJ11",0,1,1,0,NA,"3767"
"KL_gene_KL",0,1,1,0,NA,"C1416656"
"Kaolin",0,1,1,0,NA,"C0022499"
"Ketoacidosis",0,1,1,0,NA,"C0220982"
"Hyperphosphatemia",1,0,1,0,NA,"C0085681"
"Kinins",0,1,1,0,NA,"C0022714"
"LDL_Cholesterol_Lipoproteins",0,1,1,0,NA,"C0023824"
"LRRK2",0,1,1,0,NA,"120892"
"LYPD4",0,1,1,0,NA,"147719"
"Laryngismus",0,1,1,0,NA,"C0023066"
"Laryngoscopy",0,1,1,0,NA,"C0023072"
"Latex",0,1,1,0,NA,"C0023115"
"Lectin",0,1,1,0,NA,"C0023206"
"Left_coronary_artery_occlusion",0,1,1,0,NA,"C0546319"
"Left_ventricular_diastolic_dysfunction",0,1,1,0,NA,"C1273070"
"Leishmaniasis",0,1,1,0,NA,"C0023281"
"Leishmaniasis_Visceral",0,1,1,0,NA,"C0023290"
"Leprosy",0,1,1,0,NA,"C0023343"
"Eating",1,0,1,0,NA,"C0013470"
"Leptospirosis",0,1,1,0,NA,"C0023364"
"Leukemia_Virus_Feline",0,1,1,0,NA,"C0015767"
"Leukosis_Virus_Avian",0,1,1,0,NA,"C0004422"
"Leukotriene_C4",0,1,1,0,NA,"C0023542"
"Leukotriene_D4",0,1,1,0,NA,"C0023544"
"Leukotriene_E4",0,1,1,0,NA,"C0125644"
"Levocardia",0,1,1,0,NA,"C0023569"
"Levodopa",0,1,1,0,NA,"C0023570"
"Pseudoaldosteronism",1,0,1,0,NA,"C0854377"
"Biliary_Cirrhosis_Secondary",1,0,1,0,NA,"C0238065"
"Biliary_cirrhosis",1,0,1,0,NA,"C0023892"
"Cholestasis_Extrahepatic",1,0,1,0,NA,"C0005398"
"Mononeuropathies",1,0,1,0,NA,"C0494491"
"Varicocele",1,0,1,0,NA,"C0042341"
"Ligation_of_artery",0,1,1,0,NA,"C0189722"
"Linoleic_Acids_Conjugated",0,1,1,0,NA,"C1257880"
"Lipid_Peroxides",0,1,1,0,NA,"C0023776"
"Acute_Pneumonia",1,0,1,0,NA,"C0740766"
"B_Cell_Proliferation",1,0,1,0,NA,"C1155008"
"Decreasing",1,0,1,0,NA,"C0442797"
"Endometritis",1,0,1,0,NA,"C0014179"
"Endotoxic_shock",1,0,1,0,NA,"C0036981"
"Functional_disorder_of_intestine",1,0,1,0,NA,"C0016807"
"Heart_Injuries",1,0,1,0,NA,"C0018805"
"Hepatitis_fulminant",1,0,1,0,NA,"C0302809"
"High_Level",1,0,1,0,NA,"C4321237"
"Intestinal_inflammation",1,0,1,0,NA,"C3889047"
"Leucocytic_infiltrate",1,0,1,0,NA,"C0302158"
"Lung_Injury",1,0,1,0,NA,"C0273115"
"Neutrophilia",1,0,1,0,NA,"C0151683"
"Osteolysis",1,0,1,0,NA,"C0029435"
"Otitis_Media",1,0,1,0,NA,"C0029882"
"Pleurisy",1,0,1,0,NA,"C0032231"
"Pulmonary_Dysfunction",1,0,1,0,NA,"C1709770"
"Severe_inflammation",1,0,1,0,NA,"C0522569"
"Synovitis",1,0,1,0,NA,"C0039103"
"Systemic_inflammatory_response",1,0,1,0,NA,"C3554550"
"Wound_Infection",1,0,1,0,NA,"C0043241"
"X_Erosion_of_bone",1,0,1,0,NA,"C0587240"
"acute_inflammatory_response",1,0,1,0,NA,"C1817978"
"microglial_cell_activation",1,0,1,0,NA,"C1326169"
"neuroinflammatory_response",1,0,1,0,NA,"C5137640"
"Liver_function",0,1,1,0,NA,"C0232741"
"Local_Anesthetics",0,1,1,0,NA,"C0002934"
"Local_disease",0,1,1,0,NA,"C0277565"
"Lymphoma",0,1,1,0,NA,"C0024299"
"MAPK8_gene_MAPK8",0,1,1,0,NA,"C1367731"
"MRSA_Methicillin_resistant_Staphylococcus_aureus_infection",0,1,1,0,NA,"C0343401"
"MYBPC3_gene_MYBPC3",0,1,1,0,NA,"C1417523"
"MYC_gene_MYC",0,1,1,0,NA,"C0086661"
"MYH14",0,1,1,0,NA,"79784"
"Magnetic_Resonance_Imaging",0,1,1,0,NA,"C0024485"
"Major_Depressive_Disorder",1,0,1,0,NA,"C1269683"
"Malaria_Falciparum",0,1,1,0,NA,"C0024535"
"Malignant_disease",0,1,1,0,NA,"C0442867"
"Malignant_tumor_of_parathyroid_gland",0,1,1,0,NA,"C0153653"
"Growth_Disorders",1,0,1,0,NA,"C0018273"
"Growth_failure",1,0,1,0,NA,"C0878787"
"Mammary_Tumor_Virus_Mouse",0,1,1,0,NA,"C0024662"
"Manipulation_procedure",0,1,1,0,NA,"C0947647"
"Mannitol",0,1,1,0,NA,"C0024730"
"Marihuana",0,1,1,0,NA,"C0024808"
"Maternal_Exposure",0,1,1,0,NA,"C0243033"
"Measles",0,1,1,0,NA,"C0025007"
"Meconium",0,1,1,0,NA,"C0025047"
"Medetomidine",0,1,1,0,NA,"C0125656"
"Mediastinitis",0,1,1,0,NA,"C0025064"
"Medical_Devices",0,1,1,0,NA,"C0025080"
"Medium_chain_triglycerides",0,1,1,0,NA,"C0724624"
"Melanocortin_4_Receptor",0,1,1,0,NA,"C0668289"
"Melatonin",0,1,1,0,NA,"C0025219"
"Melitten",0,1,1,0,NA,"C0025234"
"Meningitis_Bacterial",0,1,1,0,NA,"C0085437"
"Meningitis_Cryptococcal",0,1,1,0,NA,"C0085436"
"Meningococcal_Infections",0,1,1,0,NA,"C0025303"
"Meningoencephalitis",0,1,1,0,NA,"C0025309"
"Mental_deterioration",0,1,1,0,NA,"C0234985"
"Mental_health_problem",0,1,1,0,NA,"C1446377"
"Contact_Dermatitis",1,0,1,0,NA,"C0011616"
"Dermatitis_Allergic_Contact",1,0,1,0,NA,"C0162820"
"Methacholine",0,1,1,0,NA,"C0600370"
"Methemoglobinemia",0,1,1,0,NA,"C0025637"
"Methohexital",0,1,1,0,NA,"C0025668"
"Methoxamine",0,1,1,0,NA,"C0025681"
"Methylcholanthrene",0,1,1,0,NA,"C0025732"
"Methylnitronitrosoguanidine",0,1,1,0,NA,"C0025800"
"Drug_resistance",1,0,1,0,NA,"C0013203"
"Liver_carcinoma",1,0,1,0,NA,"C2239176"
"Malignant_neoplasm_of_stomach",1,0,1,0,NA,"C0024623"
"Microbial_Biofilms",0,1,1,0,NA,"C0081786"
"Microbicides",0,1,1,0,NA,"C1136254"
"Midazolam",0,1,1,0,NA,"C0026056"
"Milk_Alkali_Syndrome",0,1,1,0,NA,"C0026141"
"Mineralocorticoid_Receptor",0,1,1,0,NA,"C0066563"
"Mitomycin",0,1,1,0,NA,"C0002475"
"Mitral_Valve_Stenosis",0,1,1,0,NA,"C0026269"
"Moloney_Leukemia_Virus",0,1,1,0,NA,"C0026398"
"Moloney_murine_sarcoma_virus",0,1,1,0,NA,"C0026399"
"Monosodium_urate_crystals",0,1,1,0,NA,"C0427909"
"Moyamoya_Disease",0,1,1,0,NA,"C0026654"
"Mucous_body_substance",0,1,1,0,NA,"C0026727"
"Murine_leukemia_virus",0,1,1,0,NA,"C0026626"
"Murine_polyomavirus",0,1,1,0,NA,"C0999841"
"Murine_sarcoma_viruses",0,1,1,0,NA,"C0026630"
"Muscarinic_Acetylcholine_Receptor",0,1,1,0,NA,"C0034826"
"Muscle_stimulant",0,1,1,0,NA,"C0596986"
"Musculoskeletal_Diseases",0,1,1,0,NA,"C0026857"
"Mutagens",0,1,1,0,NA,"C0026879"
"3_Methylglutaconic_aciduria_type_2",1,0,1,0,NA,"C0574083"
"Abetalipoproteinemia",1,0,1,0,NA,"C0000744"
"Achondroplasia",1,0,1,0,NA,"C0001080"
"Achromatopsia",1,0,1,0,NA,"C0152200"
"Aicardi_Goutieres_syndrome",1,0,1,0,NA,"C0393591"
"Albers_Schonberg_disease",1,0,1,0,NA,"C0029454"
"Alexander_Disease",1,0,1,0,NA,"C0270726"
"Alport_Syndrome_X_Linked",1,0,1,0,NA,"C1567742"
"Alstrom_syndrome",1,0,1,0,NA,"C0268425"
"Amyloid_Neuropathies_Familial",1,0,1,0,NA,"C0206245"
"Amyloidosis_Hereditary",1,0,1,0,NA,"C0206246"
"Amyotrophic_Lateral_Sclerosis_Familial",1,0,1,0,NA,"C4551993"
"Andersen_Syndrome",1,0,1,0,NA,"C1563715"
"Androgen_Insensitivity_Syndrome",1,0,1,0,NA,"C0039585"
"Anemia_Hemolytic_Congenital",1,0,1,0,NA,"C0002881"
"Angelman_Syndrome",1,0,1,0,NA,"C0162635"
"Apert_Crouzon_syndrome",1,0,1,0,NA,"C0010273"
"Atrial_myxoma_with_lentigines",1,0,1,0,NA,"C0406810"
"Autoimmune_Lymphoproliferative_Syndrome",1,0,1,0,NA,"C1328840"
"Autosomal_Dominant_Disorder",1,0,1,0,NA,"C3899989"
"Autosomal_Recessive_Disorder",1,0,1,0,NA,"C3899988"
"Autosomal_Recessive_Hereditary_Spastic_Paraplegia",1,0,1,0,NA,"C0751603"
"Autosomal_Recessive_Juvenile_Parkinson_Disease",1,0,1,0,NA,"C0752099"
"Autosomal_Recessive_Parkinsonism",1,0,1,0,NA,"C0752100"
"Autosomal_Recessive_Polycystic_Kidney_Disease",1,0,1,0,NA,"C0085548"
"Autosomal_dominant_hereditary_disorder",1,0,1,0,NA,"C0265385"
"Autosomal_hereditary_disorder",1,0,1,0,NA,"C0265384"
"Autosomal_recessive_hereditary_disorder",1,0,1,0,NA,"C0265388"
"Axenfeld_Rieger_syndrome",1,0,1,0,NA,"C0796075"
"Axonal_neuropathy",1,0,1,0,NA,"C0270921"
"Bardet_Biedl_Syndrome",1,0,1,0,NA,"C0752166"
"Bartter_Disease",1,0,1,0,NA,"C0004775"
"Becker_Muscular_Dystrophy",1,0,1,0,NA,"C0917713"
"Bernard_Soulier_Syndrome",1,0,1,0,NA,"C0005129"
"Bleeding_tendency",1,0,1,0,NA,"C1458140"
"Blepharophimosis_syndrome",1,0,1,0,NA,"C0265237"
"Bloch_Sulzberger_syndrome",1,0,1,0,NA,"C0021171"
"Bloom_Syndrome",1,0,1,0,NA,"C0005859"
"Bruck_de_Lange_syndrome",1,0,1,0,NA,"C0270972"
"Brugada_syndrome",1,0,1,0,NA,"C1142166"
"Bullous_Congenital_Ichthyosiform_Erythroderma",1,0,1,0,NA,"C0079153"
"CHARGE_syndrome",1,0,1,0,NA,"C1535927"
"Canavan_Disease",1,0,1,0,NA,"C0206307"
"Cardiomyopathy_Hypertrophic_Familial",1,0,1,0,NA,"C0949658"
"Central_Diabetes_Insipidus",1,0,1,0,NA,"C0687720"
"Centronuclear_myopathy",1,0,1,0,NA,"C0175709"
"Cerebellar_Ataxia",1,0,1,0,NA,"C0007758"
"Channelopathies",1,0,1,0,NA,"C1720983"
"Cherubism",1,0,1,0,NA,"C0008029"
"Chondrodysplasia_unspecified",1,0,1,0,NA,"C0343284"
"Choroideremia",1,0,1,0,NA,"C0008525"
"Christ_Siemens_Touraine_Syndrome",1,0,1,0,NA,"C0162359"
"Ciliary_Motility_Disorders",1,0,1,0,NA,"C0008780"
"Citrullinemia",1,0,1,0,NA,"C0175683"
"Classical_galactosemia",1,0,1,0,NA,"C0268151"
"Classical_phenylketonuria",1,0,1,0,NA,"C0751434"
"Cleidocranial_Dysplasia",1,0,1,0,NA,"C0008928"
"Cockayne_Syndrome",1,0,1,0,NA,"C0009207"
"Coffin_Lowry_syndrome",1,0,1,0,NA,"C0265252"
"Cone_dystrophy",1,0,1,0,NA,"C0730290"
"Congenital_Nephrogenic_Diabetes_Insipidus",1,0,1,0,NA,"C0677501"
"Congenital_adrenal_hyperplasia",1,0,1,0,NA,"C0001627"
"Congenital_central_hypoventilation",1,0,1,0,NA,"C1275808"
"Congenital_deafness",1,0,1,0,NA,"C0339789"
"Congenital_muscular_dystrophy",1,0,1,0,NA,"C0699743"
"Congenital_nephrotic_syndrome_NOS",1,0,1,0,NA,"C0268713"
"Congenital_neutropenia",1,0,1,0,NA,"C0340970"
"Corneal_dystrophy",1,0,1,0,NA,"C0010036"
"Costello_syndrome",1,0,1,0,NA,"C0587248"
"Craniosynostosis",1,0,1,0,NA,"C0010278"
"Cystinosis",1,0,1,0,NA,"C0010690"
"Cystinuria",1,0,1,0,NA,"C0010691"
"Cytochrome_c_Oxidase_Deficiency",1,0,1,0,NA,"C0268237"
"Deficiency_immune",1,0,1,0,NA,"C0850497"
"Deficiency_of_steroid_21_monooxygenase",1,0,1,0,NA,"C0268287"
"Dent_s_disease",1,0,1,0,NA,"C0878681"
"Diabetes_Insipidus_Nephrogenic",1,0,1,0,NA,"C0162283"
"Diamond_Blackfan_anemia",1,0,1,0,NA,"C1260899"
"Distal_Muscular_Dystrophies",1,0,1,0,NA,"C0751336"
"Dysautonomia_Familial",1,0,1,0,NA,"C0013364"
"Dyskeratosis_Congenita",1,0,1,0,NA,"C0265965"
"Dyskinesias_Paroxysmal",1,0,1,0,NA,"C0752210"
"Ectodermal_Dysplasia",1,0,1,0,NA,"C0013575"
"Ehlers_Danlos_Syndrome",1,0,1,0,NA,"C0013720"
"Ehlers_Danlos_syndrome_type_4",1,0,1,0,NA,"C0268338"
"Elliptocytosis_Hereditary",1,0,1,0,NA,"C0013902"
"Encephalopathic_epilepsy",1,0,1,0,NA,"C0543888"
"Epidermolysis_Bullosa",1,0,1,0,NA,"C0014527"
"Epidermolysis_Bullosa_Dystrophica",1,0,1,0,NA,"C0079294"
"Epidermolysis_Bullosa_Simplex",1,0,1,0,NA,"C0079298"
"Epilepsy_Frontal_Lobe",1,0,1,0,NA,"C0085541"
"External_Ophthalmoplegia",1,0,1,0,NA,"C0162292"
"Familial_aplasia_of_the_vermis",1,0,1,0,NA,"C0431399"
"Familial_benign_neonatal_epilepsy",1,0,1,0,NA,"C0220669"
"Familial_benign_pemphigus",1,0,1,0,NA,"C0085106"
"Familial_cardiomyopathy",1,0,1,0,NA,"C0264789"
"Familial_generalized_lipodystrophy",1,0,1,0,NA,"C0221032"
"Familial_hypokalemia_hypomagnesemia",1,0,1,0,NA,"C0268450"
"Familial_hypophosphatemic_bone_disease",1,0,1,0,NA,"C0733682"
"Familial_partial_lipodystrophy",1,0,1,0,NA,"C0271694"
"Fanconi_s_Anemia",1,0,1,0,NA,"C0015625"
"Febrile_Convulsions",1,0,1,0,NA,"C0009952"
"Fibrodysplasia_Ossificans_Progressiva",1,0,1,0,NA,"C0016037"
"Focal_Dermal_Hypoplasia",1,0,1,0,NA,"C0016395"
"Friedreich_Ataxia",1,0,1,0,NA,"C0016719"
"Gangliosidosis_GM1",1,0,1,0,NA,"C0085131"
"Gaucher_Disease",1,0,1,0,NA,"C0017205"
"Genetic_Diseases_X_Linked",1,0,1,0,NA,"C1138434"
"Genetic_syndrome",1,0,1,0,NA,"C0567439"
"Glaucoma_Open_Angle",1,0,1,0,NA,"C0017612"
"Globoid_cell_leukodystrophy",1,0,1,0,NA,"C0023521"
